subject,property,current_or_latest,start_time
Gare_de_Wambaix,owner,,
Kingsland_Railway_Station,owner,,
Khar_Road,owner,,
Bandar_Tasik_Selatan_station,owner,,
Fruitvale_Road_Railway_Station,owner,,
Birmingham_West_Suburban_Railway,owner,,
Tuxford_Central_railway_station,owner,,
Cole_(for_Bruton)_railway_station,owner,,
Santacruz_railway_station,owner,,
Thakurli_railway_station,owner,,
Thoor_Ballylee,owner,,
Nilaje_railway_station,owner,,
Boscombe_railway_station,owner,,
Clarence_Hotel,owner,,
Hubert_H._Humphrey_Metrodome,owner,,
Perambur_railway_station,owner,,
Whittington_High_Level_railway_station,owner,,
Homersfield_railway_station,owner,,
Perungalathur_railway_station,owner,,
Gare_de_Wacquemoulin,owner,,
Edzell_Castle,owner,,
Deepcar_railway_station,owner,,
Kitchener_line,owner,,
Hethersett_railway_station,owner,,
Hazarduari_Palace,owner,,
King's_Road_Chelsea_railway_station,owner,,
Longfield_Halt_railway_station,owner,,
Snettisham_railway_station,owner,,
Hellingly_railway_station,owner,,
Eldon_Square_Shopping_Centre,owner,,
Bhivpuri_Road_railway_station,owner,,
Colwall_Tunnels,owner,,
Aegir_Wave_Farm,owner,,
Exchange_Plaza,owner,,
Wangsa_Maju_LRT_Station,owner,,
Monticello_Steam_Electric_Station,owner,,
Tambaram_Sanatorium_railway_station,owner,,
Binegar_railway_station,owner,,
Greatstone-on-Sea_Halt_railway_station,owner,,
Sportcomplex_Varkenoord,owner,,
Lake_View_(Erie_Railroad_station),owner,,
Essendine_railway_station,owner,,
Edmonds_station_(TransLink),owner,,
Cribbs_Causeway,owner,,
Masjid_railway_station,owner,,
Konkan_Railway,owner,,
Gare_de_Bertry,owner,,
Salvation_Army_Halt_railway_station,owner,,
Brussels-South_railway_station,owner,,
AT&T_Building_(Nashville),owner,,
Leicester_Central_railway_station,owner,,
Oresund_Line,owner,,
Peterborough_East_railway_station,owner,,
Panvel_railway_station,owner,,
Padang_Besar_railway_station,owner,,
Gare_de_Montreuil-sur-Mer,owner,,
Paranur_railway_station,owner,,
Asia_Jaya_LRT_Station,owner,,
Masbury_railway_station,owner,,
Kanjurmarg_railway_station,owner,,
David_Grant_USAF_Medical_Center,owner,,
Chittaurgarh_Junction_railway_station,owner,,
Little_Bytham_railway_station,owner,,
Eleven_Madison_Park,owner,,
San_Onofre_Nuclear_Generating_Station,owner,,
Braid_station,owner,,
Govandi_railway_station,owner,,
Buenavista_Station,owner,,
Grant_Road_railway_station,owner,,
Stutton_railway_station,owner,,
Reay_Road_railway_station,owner,,
CoolSprings_Galleria,owner,,
Koma_Kulshan_Project,owner,,
Taman_Melati_LRT_Station,owner,,
Bhopal_Junction_railway_station,owner,,
Warsop_railway_station,owner,,
Knowle_Halt_railway_station,owner,,
Klamath_Falls_station,owner,,
Hotel_Arts,owner,,
Morristown_Line,owner,,
KLCC_LRT_Station,owner,,
Ennore_railway_station,owner,,
Gare_de_Brest,owner,,
Westfield_San_Francisco_Centre,owner,,
Newick_and_Chailey_railway_station,owner,,
Gangapur_City_railway_station,owner,,
Mambalam_railway_station,owner,,
Kardzhali_Hydroelectric_Power_Station,owner,,
Greenlane_Railway_Station,owner,,
Ashwellthorpe_railway_station,owner,,
Somerset_and_Dorset_Joint_Railway,owner,,
Ambattur_railway_station,owner,,
Navajo_Generating_Station,owner,,
Dunstanburgh_Castle,owner,,
Harlequin_Shopping_Centre,owner,,
Wellington_International_Airport,owner,,
Burnham_Market_railway_station,owner,,
Henderson_Field_(Midway_Atoll),owner,,
Ghatkopar_railway_station,owner,,
InterContinental_Toronto_Centre,owner,,
Wadsley_Bridge_railway_station,owner,,
Fledborough_railway_station,owner,,
Skitube_Alpine_Railway,owner,,
RAAF_Woomera_Airfield,owner,,
Royapuram_railway_station,owner,,
Steyning_railway_station,owner,,
Hunstanton_railway_station,owner,,
Athipattu_railway_station,owner,,
Bonney_Field,owner,,
York_Castle,owner,,
Tambaram_railway_station,owner,,
Evercreech_Junction_railway_station,owner,,
Whittington_Low_Level_railway_station,owner,,
Rabale_railway_station,owner,,
Vaitarna_railway_station,owner,,
Swainsthorpe_railway_station,owner,,
Blossom_Music_Center,owner,,
Les_Halles,owner,,
Salesforce_Tower,owner,,
Fordingbridge_railway_station,owner,,
Wroxall_railway_station,owner,,
Moore_Market_Complex_railway_station,owner,,
Middletown_(Erie_Railroad_station),owner,,
Chevening_Halt_railway_station,owner,,
Wimborne_railway_station,owner,,
Bijbehara_railway_station,owner,,
The_Joint_(music_venue),owner,,
Anna_Nagar_railway_station,owner,,
Henderson_Railway_Station,owner,,
Gare_de_Ham_(Somme),owner,,
Geldeston_railway_station,owner,,
Crumlin_Viaduct,owner,,
Somain-Halluin_Railway,owner,,
Stella_power_stations,owner,,
Gare_de_Fouilloy,owner,,
The_Harmon,owner,,
Palasdari_railway_station,owner,,
Oshiwara_railway_station,owner,,
Oshawa_GO_Station,owner,,
Mongstad_Power_Station,owner,,
Loy_Yang_Power_Station,owner,,
Gare_de_Perpignan,owner,,
Brighton_Beach_Generating_Station,owner,,
Brokdorf_Nuclear_Power_Plant,owner,,
Staveley_Works_railway_station,owner,,
Tuxford_North_railway_station,owner,,
Plant_Daniel,owner,,
Sturminster_Newton_railway_station,owner,,
Governor_Phillip_Tower,owner,,
Pattabiram_railway_station,owner,,
Bason_Bridge_railway_station,owner,,
Lakeshore_West_line,owner,,
Gare_de_La_Faloise,owner,,
Blyth_Power_Station,owner,,
Killamarsh_Central_railway_station,owner,,
Bhuj_railway_station,owner,,
Calke_Abbey,owner,,
Ras_Qartas_Energy_Plant,owner,,
Fateh_Singhpura_railway_station,owner,,
Lehigh_Line_(Conrail),owner,,
Ranui_Railway_Station,owner,,
Bridport_West_Bay_railway_station,owner,,
Ventnor_railway_station,owner,,
Puchong_Prima_LRT_Station,owner,,
Stanhoe_railway_station,owner,,
One_Central,owner,,
Bhandup_railway_station,owner,,
Nottingham_Victoria_railway_station,owner,,
Uralite_Halt_railway_station,owner,,
Hatfield_Aerodrome,owner,,
Fremantle_railway_line,owner,,
Corfe_Mullen_Halt_railway_station,owner,,
Arnhem_Centraal_railway_station,owner,,
Esbjerg_Station,owner,,
CBD_Belapur_railway_station,owner,,
Whitstone_and_Bridgerule_railway_station,owner,,
Etal_Castle,owner,,
Churchgate_railway_station,owner,,
Jogeshwari_railway_station,owner,,
Watchingwell_Halt_railway_station,owner,,
Sri_Petaling_LRT_Station,owner,,
Bhayandar_railway_station,owner,,
Folkestone_Warren_Halt_railway_station,owner,,
Government_House_(Saskatchewan),owner,,
Lynemouth_power_station,owner,,
Henfield_railway_station,owner,,
Otley_and_Ilkley_Joint_Railway,owner,,
Verona_(Erie_Railroad_station),owner,,
Titwala_railway_station,owner,,
Goshainganj_railway_station,owner,,
Gare_de_Namps-Quevauvillers,owner,,
Benson_Street_(NJT_station),owner,,
Bhagat_Ki_Kothi_railway_station,owner,,
Orakei_Railway_Station,owner,,
Budgam_railway_station,owner,,
Corridor_(Via_Rail),owner,,
Halley_Research_Station,owner,,
Chembur_railway_station,owner,,
Stoughton_Line,owner,,
Chennai_Park_railway_station,owner,,
Chard_Branch_Line,owner,,
Blackwater_(Isle_of_Wight)_railway_station,owner,,
Newchurch_(Isle_of_Wight)_railway_station,owner,,
Beacon_Line,owner,,
DanTysk,owner,,
Termosolar_Borges,owner,,
Tribeca_Grill,owner,,
Gare_de_Formerie,owner,,
La_Grange_Road_station,owner,,
Mahim_railway_station,owner,,
Government_House_(Nova_Scotia),owner,,
AJ_Bell_Stadium,owner,,
Khurai_railway_station,owner,,
Ellingham_railway_station,owner,,
Takanini_Railway_Station,owner,,
Alam_Sutera_LRT_Station,owner,,
Gare_de_Saint-Louis,owner,,
Chunabhatti_railway_station,owner,,
Ditchingham_railway_station,owner,,
Coningsby_railway_station,owner,,
River_Street_(Erie_Railroad_station),owner,,
Hindu_College_railway_station,owner,,
Kingsley_Halt_railway_station,owner,,
B&W_Hallerne,owner,,
Ponneri_railway_station,owner,,
Brampton_GO_Station,owner,,
Hoosier_Wind_Farm,owner,,
Camp_Sharpe,owner,,
Gare_Montparnasse,owner,,
Boston_Road_Railway_Station,owner,,
Horns_Rev,owner,,
Osborne_Power_Station,owner,,
Portlands_Energy_Centre,owner,,
Bandar_Puteri_LRT_Station,owner,,
Spetisbury_railway_station,owner,,
Moses-Saunders_Power_Dam,owner,,
Empire_Theatre_(41st_Street),owner,,
HarborCenter,owner,,
Dahisar_railway_station,owner,,
Al_Quatrana_Power_Plant,owner,,
Hendon_Aerodrome,owner,,
Gare_de_Sierentz,owner,,
Singleton_(West_Sussex)_railway_station,owner,,
Limehouse_station,owner,,
Midway_station_(Minnesota),owner,,
Korattur_railway_station,owner,,
Gare_de_Biarritz,owner,,
Vadala_Road_railway_station,owner,,
Diva_Junction_railway_station,owner,,
Duddingston_&_Craigmillar_railway_station,owner,,
RAF_Ventnor,owner,,
Avondale_Railway_Station,owner,,
Athipattu_Pudhunagar_railway_station,owner,,
Gare_de_Bordeaux-Saint-Jean,owner,,
Skirlaugh_railway_station,owner,,
Gare_de_Marcelcave,owner,,
Stalbridge_railway_station,owner,,
Cardinal_Glennon_Children's_Hospital,owner,,
Rotherfield_and_Mark_Cross_railway_station,owner,,
Juchandra_railway_station,owner,,
Maraimalai_Nagar_railway_station,owner,,
Harleston_railway_station,owner,,
Kanti_Thermal_Power_Station,owner,,
Sampur_Power_Station,owner,,
Barclays_Center,owner,,
Vyasarpadi_Jeeva_railway_station,owner,,
Gare_de_Quesnoy-le-Montant,owner,,
Gare_de_Caudry,owner,,
Scotiabank_Theatre_Toronto,owner,,
King's_Circle_railway_station,owner,,
Naigaon_railway_station,owner,,
Wadi_Junction_railway_station,owner,,
Great_Northern_Tunnel,owner,,
Vapi_railway_station,owner,,
Walthamstow_Central_station,owner,,
Victoria_Centre,owner,,
Westfield_Carindale,owner,,
Mankhurd_railway_station,owner,,
Tilak_Nagar_railway_station,owner,,
Penrose_Railway_Station,owner,,
Pallavaram_railway_station,owner,,
Manoir_de_Ban,owner,,
Ventnor_West_railway_station,owner,,
Faizabad_Junction_railway_station,owner,,
North_Jersey_Coast_Line,owner,,
Belton_and_Burgh_railway_station,owner,,
Finch_Bus_Terminal,owner,,
Tilbury_power_stations,owner,,
Elsted_railway_station,owner,,
Tiruchirapalli_Rock_Fort,owner,,
Nickey_Line,owner,,
Smeeth_railway_station,owner,,
Nizamat_Imambara,owner,,
Chinchpokli_railway_station,owner,,
Virar_railway_station,owner,,
Whitlingham_railway_station,owner,,
USJ7_LRT_Station,owner,,
Gare_de_Poix-de-Picardie,owner,,
Palmeiras-Barra_Funda_Intermodal_Terminal,owner,,
Avadi_railway_station,owner,,
Gare_d'Abancourt,owner,,
RAF_Gaydon,owner,,
Royal_Oak_station_(TransLink),owner,,
Ingula_Pumped_Storage_Scheme,owner,,
Grafton_Railway_Station,owner,,
Shibuya-AX,owner,,
Fallowfield_Loop_Line,owner,,
Passaic_Park_(Erie_Railroad_station),owner,,
Awantipora_railway_station,owner,,
Gombak_LRT_Station,owner,,
The_Shops_at_Mission_Viejo,owner,,
Rupert_station,owner,,
Performing_Garage,owner,,
Sadura_railway_station,owner,,
Dang_Wangi_LRT_Station,owner,,
Chesham_branch,owner,,
Peach_Bottom_Nuclear_Generating_Station,owner,,
Nellayi_railway_station,owner,,
Punkunnam_railway_station,owner,,
Chennai_Beach_railway_station,owner,,
Carville_power_stations,owner,,
Lydd-on-Sea_Halt_railway_station,owner,,
McCormick_Dam,owner,,
Easington_Gas_Terminal,owner,,
Abdullah_Hukum_LRT_Station,owner,,
Washermanpet_railway_station,owner,,
Soldiers'_National_Monument,owner,,
Dombivli_railway_station,owner,,
Heineken_Music_Hall,owner,,
Blaiken_wind_farm,owner,,
Celtic_Array,owner,,
Columbia_station,owner,,
Petworth_railway_station,owner,,
Genting_Sempah_Tunnel,owner,,
The_New_York_Times_Building,owner,,
Norwich_Victoria_railway_station,owner,,
Ollerton_railway_station,owner,,
Gare_de_Morgny,owner,,
Kopar_railway_station,owner,,
Portside_Tower,owner,,
Newington_(Edinburgh)_railway_station,owner,,
Marine_Lines_railway_station,owner,,
Metrotown_station,owner,,
Dunston_Power_Station,owner,,
Midhurst_railway_station,owner,,
Pylle_railway_station,owner,,
Wadebridge_railway_station,owner,,
Liberty_Place,owner,,
Taipan_LRT_Station,owner,,
New_Lynn_Railway_Station,owner,,
Patterson_station,owner,,
Gare_d'Eu-la_Mouillette,owner,,
Shapwick_railway_station,owner,,
Selham_railway_station,owner,,
John_W._Turk_Jr._Coal_Plant,owner,,
Abingdon_(plantation),owner,,
Abdurrahman_Roza_Haxhiu_Stadium,owner,,
Blyth_Offshore_Wind_Farm,owner,,
Lake_City_Way_station,owner,,
Melton_Constable_railway_station,owner,,
Muzaffarnagar_railway_station,owner,,
Tongham_railway_station,owner,,
Washington_Marriott_Marquis,owner,,
Hingol_Dam,owner,,
Schaffhausen_railway_station,owner,,
Gare_de_Libourne,owner,,
Kuala_Lumpur_Sentral_railway_station,owner,,
Rudgwick_railway_station,owner,,
Cranleigh_railway_station,owner,,
Kingfisher_Shopping_Centre,owner,,
Oughty_Bridge_railway_station,owner,,
Tadcaster_railway_station,owner,,
Castle_Peak_Power_Station,owner,,
Gare_de_Blangy-sur-Bresle,owner,,
Menora_Tunnel,owner,,
Valsad_railway_station,owner,,
Beighton_railway_station,owner,,
Springfield_Mall_(Pennsylvania),owner,,
Gare_de_Grandvilliers,owner,,
Kinrara_BK5_LRT_Station,owner,,
Mill_Hill_(Isle_of_Wight)_railway_station,owner,,
Palo_Verde_Nuclear_Generating_Station,owner,,
MetLife_Stadium,owner,,
The_Outer_Banks_Hospital,owner,,
Dersingham_railway_station,owner,,
Hinkley_Point_A_nuclear_power_station,owner,,
Maple_Leaf_Gardens,owner,,
Breteuil-Embranchement_station,owner,,
T&P_Station,owner,,
East_London_Line,owner,,
Burrard_station,owner,,
Withyham_railway_station,owner,,
Fenway_Park,owner,,
Susquehanna_(Erie_Railroad_station),owner,,
Gare_d'Aurillac,owner,,
Burnham-on-Sea_railway_station,owner,,
RAF_Kilchiaran,owner,,
FSG-1_Antiaircraft_Defense_System,owner,,
Asangaon_railway_station,owner,,
DFW_Airport_(TRE_station),owner,,
Nagda_Junction_railway_station,owner,,
Sandy_Lane_(resort),owner,,
East_Anglia_Array,owner,,
Shahad_railway_station,owner,,
22nd_Street_station_(TransLink),owner,,
Amman_East_Power_Plant,owner,,
Gare_de_Jussy,owner,,
Durgapura_railway_station,owner,,
Jeddah_Tower,owner,,
Salem_Nuclear_Power_Plant,owner,,
West_Pennard_railway_station,owner,,
Stoke_Junction_Halt_railway_station,owner,,
Korukkupet_railway_station,owner,,
Fittleworth_railway_station,owner,,
Baseball_Ground,owner,,
Pazhavanthangal_railway_station,owner,,
Gare_de_Dinan,owner,,
Polsham_railway_station,owner,,
Bell_(TRE_station),owner,,
Harriman_(Erie_Railroad_station),owner,,
Tirusulam_railway_station,owner,,
West_Hoathly_railway_station,owner,,
Medina_Wharf_Halt_railway_station,owner,,
Royal_Festival_Hall,owner,,
555_California_Street,owner,,
Cocking_railway_station,owner,,
Van_Buren_Street_Tunnel,owner,,
Hoboken_Terminal,owner,,
Sedgebrook_railway_station,owner,,
Tondiarpet_railway_station,owner,,
The_Colosseum_at_Caesars_Palace,owner,,
Lower_Parel_railway_station,owner,,
Mo_i_Rana_Station,owner,,
Hotel_Football,owner,,
Gare_de_Carcassonne,owner,,
Emneth_railway_station,owner,,
St._Vincent's_Medical_Center_(Bridgeport),owner,,
Hoover_Field,owner,,
Bergen_County_Line,owner,,
Khardi_railway_station,owner,,
Drax_power_station,owner,,
Newark_Light_Rail,owner,,
Gare_d'Aumale,owner,,
Mortlake_Crematorium,owner,,
Gare_de_Longuerue-Vieux-Manoir,owner,,
Gare_de_Bourges,owner,,
St_Lawrence_(Isle_of_Wight)_railway_station,owner,,
Gare_de_Moreuil,owner,,
Gare_de_Montdidier,owner,,
Gare_d'Hermes-Berthecourt,owner,,
Raritan_Valley_Line,owner,,
Vangaon_railway_station,owner,,
Mishor_Rotem_Power_Station,owner,,
Broadway_Centrum,owner,,
Ponce_Plaza_Hotel_&_Casino,owner,,
Harlem_Line,owner,,
Shore_Line_East,owner,,
Kansai_Main_Line,owner,,
Gare_de_Sommery,owner,,
Hume_Castle,owner,,
Lalru_railway_station,owner,,
Gare_de_Chambly,owner,,
Vasai_Road_railway_station,owner,,
Forncett_railway_station,owner,,
Maritsa_Iztok_Complex,owner,,
Smallford_railway_station,owner,,
Gare_de_Gannes,owner,,
Sex_(boutique),owner,,
Byculla_railway_station,owner,,
Ismail_Xhemali_Stadium,owner,,
Royal_Aircraft_Establishment,owner,,
Scarborough_Town_Centre,owner,,
Pasar_Seni_LRT_Station,owner,,
Buxton_Lamas_railway_station,owner,,
Chesterfield_Central_railway_station,owner,,
Powerstock_railway_station,owner,,
30_Rockefeller_Plaza,owner,,
Lehigh_Valley_Mall,owner,,
Lumpinee_Boxing_Stadium,owner,,
Acharya_Narendra_Dev_Nagar_railway_station,owner,,
Staveley_Central_railway_station,owner,,
Battersea_Power_Station,owner,,
Navi_Mumbai_International_Airport,owner,,
Nemilichery_railway_station,owner,,
World_Trade_Center_of_Grenoble,owner,,
Qazigund_railway_station,owner,,
King_George_station,owner,,
Bramber_railway_station,owner,,
Kings_Theatre_(Brooklyn),owner,,
Gare_de_Pau,owner,,
Whetstone_railway_station,owner,,
Matunga_Road,owner,,
Godshill_railway_station,owner,,
Milanello,owner,,
Airoli_railway_station,owner,,
Annanur_railway_station,owner,,
Brussels_Central_Station,owner,,
Citadelle_of_Quebec,owner,,
Johan_Setia_LRT_Station,owner,,
Broadstone_(Dorset)_railway_station,owner,,
Gare_de_Flavy-le-Martel,owner,,
Homai_Railway_Station,owner,,
Pulham_St_Mary_railway_station,owner,,
Gare_de_Nesle_(Somme),owner,,
River_City_Shopping_Complex,owner,,
Washington_station_(Missouri),owner,,
Wohlen_railway_station,owner,,
Gare_de_Bayonne,owner,,
St_John's_railway_station,owner,,
Siri_Fort_Auditorium,owner,,
Scarcliffe_railway_station,owner,,
Tenafly_(Erie_Railroad_station),owner,,
Navade_Road_railway_station,owner,,
Southwater_railway_station,owner,,
Saugus_Branch_Railroad,owner,,
Monmouth_Mall,owner,,
Sodium_Reactor_Experiment,owner,,
Attarat_Power_Plant,owner,,
Merstone_railway_station,owner,,
Downton_railway_station,owner,,
West_of_Duddon_Sands_Wind_Farm,owner,,
Beatrice_Wind_Farm,owner,,
Presidential_Administration_Building_(Kiev),owner,,
Guindy_railway_station,owner,,
Henstridge_railway_station,owner,,
Kharghar_railway_station,owner,,
Mansarovar_railway_station,owner,,
Gare_de_Picquigny,owner,,
Gateway_station_(TransLink),owner,,
Hengoed_Viaduct,owner,,
Jacques_Seligmann_&_Company,owner,,
Brentwood_Town_Centre_station,owner,,
21_Club,owner,,
Swargate_Bus_Station,owner,,
North_Elmham_railway_station,owner,,
Ambivli_railway_station,owner,,
Club_33,owner,,
Arakkonam_Junction_railway_station,owner,,
Langston_railway_station,owner,,
Yards_Creek_Generating_Station,owner,,
Granada_Studios,owner,,
Burston_railway_station,owner,,
St_Olaves_railway_station,owner,,
North_Auckland_Line,owner,,
Kharbao_railway_station,owner,,
Angamaly_railway_station,owner,,
Manchester_Arndale,owner,,
Westfield_Liverpool,owner,,
Ringwood_railway_station,owner,,
Meadowhall_Centre,owner,,
Puttlur_railway_station,owner,,
Belgrave_and_Birstall_railway_station,owner,,
Edington_railway_station,owner,,
Kasara_railway_station,owner,,
Pattaravakkam_railway_station,owner,,
Cotton_Green_railway_station,owner,,
The_Oaks_Mall,owner,,
Vasind_railway_station,owner,,
Rampal_Power_Station_(Proposed),owner,,
Gladstone_Branch,owner,,
Chemult_station,owner,,
Gare_de_Mouy-Bury,owner,,
Gare_du_Cateau,owner,,
Manukau_Branch,owner,,
Potheri_railway_station,owner,,
Subang_Alam_LRT_Station,owner,,
Radstock_North_railway_station,owner,,
West_Arlington_(Erie_Railroad_station),owner,,
Beluncle_Halt_railway_station,owner,,
Ambarnath_railway_station,owner,,
Adelphi_Theatre,owner,,
